Property Name,Portfolio Manager ID,Street Address,City/Municipality,State/Province,Postal Code,Country,Property Type - Self-Selected,Gross Floor Area,GFA Units
East Scarborough Boys/Girls Club,34999207,100 GALLOWAY RD,Scarborough,Ontario,M1E 1W7,Canada,Community Center and Social Meeting Hall,13972,Sq. Ft.
Driftwood Community Recreation Centre,34999205,4401 JANE ST,North York,Ontario,M3N 2K3,Canada,Community Center and Social Meeting Hall,25015,Sq. Ft.
David Appleton Community Centre,34999202,33 PRITCHARD AVE,Toronto,Ontario,M6N 1T4,Canada,Community Center and Social Meeting Hall,2906,Sq. Ft.
Domenico Di Luca Community Recreation Centre,34999203,25 STANLEY RD,North York,Ontario,M3N 1C2,Canada,Community Center and Social Meeting Hall,12895,Sq. Ft.
Curran Hall Community Centre,34999200,277 ORTON PARK RD,Scarborough,Ontario,M1G 3T4,Canada,Community Center and Social Meeting Hall,2508,Sq. Ft.
Davenport 1347,34999201,1347 DAVENPORT RD,Toronto,Ontario,M6H 2H5,Canada,Community Center and Social Meeting Hall,2282,Sq. Ft.
Fairbank Memorial Community Centre,34999214,2213 DUFFERIN ST,Toronto,Ontario,M6E 3S2,Canada,Community Center and Social Meeting Hall,19364,Sq. Ft.
Fairfield Senior Centre,34999215,80 LOTHIAN AVE,Etobicoke,Ontario,M8Z 4K5,Canada,Community Center and Social Meeting Hall,14316,Sq. Ft.
Ellesmere Community Centre,34999212,20 CANADIAN RD,Scarborough,Ontario,M1R 4B4,Canada,Community Center and Social Meeting Hall,24402,Sq. Ft.
Elmbank Community Centre,34999213,10 RAMPART RD,Etobicoke,Ontario,M9V 4L9,Canada,Community Center and Social Meeting Hall,14725,Sq. Ft.
Edgehill House,34999210,61 EDGEHILL RD,Etobicoke,Ontario,M9A 4N1,Canada,Community Center and Social Meeting Hall,4844,Sq. Ft.
Edithvale Community Centre,34999211,121 FINCH AVE W,North York,Ontario,M2N 2R4,Canada,Community Center and Social Meeting Hall,24725,Sq. Ft.
Eastview Neighbourhood C.C.,34999208,86 BLAKE ST,Toronto,Ontario,M4J 3C9,Canada,Community Center and Social Meeting Hall,25510,Sq. Ft.
Edgehill Centre,34999209,235 Edenbridge Dr.,Etobicoke,Ontario,M9A 3G9,Canada,Community Center and Social Meeting Hall,4133,Sq. Ft.
Sir Adam Beck C.C.,34999254,525 HORNER AVE,Etobicoke,Ontario,M8W 2B9,Canada,Community Center and Social Meeting Hall,7341,Sq. Ft.
Stan Wadlow Clubhouse,34999255,373 CEDARVALE AVE,Toronto,Ontario,M4C 4K7,Canada,Community Center and Social Meeting Hall,10323,Sq. Ft.
Scott Westney House,34999252,180 MCLEVIN AVE,Scarborough,Ontario,M1B 2V5,Canada,Community Center and Social Meeting Hall,3046,Sq. Ft.
Seneca Village Community Centre,34999253,1700 FINCH AVE E,North York,Ontario,M2J 4X8,Canada,Community Center and Social Meeting Hall,9408,Sq. Ft.
Regent Park Community Centre,34999250,402 SHUTER ST,Toronto,Ontario,M5A 1X6,Canada,Community Center and Social Meeting Hall,55004,Sq. Ft.
S.H. Armstrong Community Centre,34999251,60 WOODFIELD RD,Toronto,Ontario,M4L 2W6,Canada,Community Center and Social Meeting Hall,18277,Sq. Ft.
Power House Recreation Centre,34999248,65 Colonel Samuel Smith,Etobicoke,Ontario,M8V 4B6,Canada,Community Center and Social Meeting Hall,5737,Sq. Ft.
Regent Park,34999249,417 GERRARD ST E,Toronto,Ontario,M5A 2H4,Canada,Community Center and Social Meeting Hall,6168,Sq. Ft.
Waterfront Neighbourhood Centre,34999262,627 QUEENS QUAY W,Toronto,Ontario,M5V 3G3,Canada,Community Center and Social Meeting Hall,123214,Sq. Ft.
Wellesley Community Centre,34999263,495 SHERBOURNE ST,Toronto,Ontario,M4X 1K7,Canada,Community Center and Social Meeting Hall,41904,Sq. Ft.
Warden Hilltop Community Centre,34999260,25 MENDELSSOHN ST,Scarborough,Ontario,M1L 0G6,Canada,Community Center and Social Meeting Hall,25995,Sq. Ft.
Wards Island Buildings,34999261,0 Wards Isld,Toronto,Ontario,M5J 2C2,Canada,Community Center and Social Meeting Hall,2,Sq. Ft.
Thistletown Community Centre,34999258,925 ALBION RD,Etobicoke,Ontario,M9V 1A6,Canada,Community Center and Social Meeting Hall,44810,Sq. Ft.
Trace Manes Park Clubhouse,34999259,110 RUMSEY RD,East York,Ontario,M4G 1P2,Canada,Community Center and Social Meeting Hall,6329,Sq. Ft.
Sunshine Center for Seniors,34999256,446 LAKESHORE AVE,Toronto,Ontario,M5J 2H3,Canada,Community Center and Social Meeting Hall,2250,Sq. Ft.
Tall Pines Community Centre,34999257,64 RYLANDER BLVD,East York,Ontario,M4B 1V4,Canada,Community Center and Social Meeting Hall,5188,Sq. Ft.
Niagara C.C,34999238,700 WELLINGTON ST W,Toronto,Ontario,M5V 1G7,Canada,Community Center and Social Meeting Hall,5296,Sq. Ft.
North York Memorial Hall,34999239,5110 YONGE ST,North York,Ontario,M2N 5N9,Canada,Community Center and Social Meeting Hall,10473,Sq. Ft.
Mount Dennis Community Centre,34999236,4 HOLLIS ST,Toronto,Ontario,M6M 4M9,Canada,Community Center and Social Meeting Hall,3003,Sq. Ft.
New Toronto Seniors Club,34999237,105 FOURTH ST,Etobicoke,Ontario,M8V 2Y4,Canada,Community Center and Social Meeting Hall,3025,Sq. Ft.
Masaryk-Cowan Community Recreation Centre,34999234,212 COWAN AVE,Toronto,Ontario,M6K 2N6,Canada,Community Center and Social Meeting Hall,32270,Sq. Ft.
Milliken Park Recreation Centre,34999235,4325 MCCOWAN RD,Scarborough,Ontario,M1V 4P1,Canada,Community Center and Social Meeting Hall,17631,Sq. Ft.
Maple Leaf Cottage,34999232,62 LAING ST,Toronto,Ontario,M4L 2N2,Canada,Community Center and Social Meeting Hall,2842,Sq. Ft.
Markdale Preschool,34999233,41 MARKDALE AVE,Toronto,Ontario,M6C 1T4,Canada,Community Center and Social Meeting Hall,1829,Sq. Ft.
Pelmo Park,34999246,171 PELLATT AVE,Toronto,Ontario,M9N 2P5,Canada,Community Center and Social Meeting Hall,2573,Sq. Ft.
Port Union Community Recreation Centre,34999247,5450 LAWRENCE AVE E,Scarborough,Ontario,M1C 3B2,Canada,Community Center and Social Meeting Hall,19978,Sq. Ft.
Oakridge Seniors Bocce Club,34999244,6 THORA AVE,Scarborough,Ontario,M1L 2P8,Canada,Community Center and Social Meeting Hall,4004,Sq. Ft.
Ourland Community Centre,34999245,18 OURLAND AVE,Etobicoke,Ontario,M8Z 4C9,Canada,Community Center and Social Meeting Hall,9451,Sq. Ft.
Oakdale Community Centre,34999242,350 GRANDRAVINE DR,North York,Ontario,M3N 1J4,Canada,Community Center and Social Meeting Hall,10000,Sq. Ft.
Oakridge Community Centre,34999243,63 PHARMACY AVE,Scarborough,Ontario,M1L 4S9,Canada,Community Center and Social Meeting Hall,18600,Sq. Ft.
Northwood Community Centre,34999240,15 CLUBHOUSE CRT,North York,Ontario,M3L 2L7,Canada,Community Center and Social Meeting Hall,36167,Sq. Ft.
O'Connor Community Centre,34999241,1386 VICTORIA PARK AVE,North York,Ontario,M4A 2L8,Canada,Community Center and Social Meeting Hall,16254,Sq. Ft.
St Lawrence Market South,34999286,91 FRONT ST E,Toronto,Ontario,M5E 1C4,Canada,Other - Entertainment/Public Assembly,99114,Sq. Ft.
Temp - St Lawrence Market North,34999287,125 THE ESPLANADE,Toronto,Ontario,M5E 1C3,Canada,Other - Entertainment/Public Assembly,11711,Sq. Ft.
Spadina House Museum,34999284,285 SPADINA RD,Toronto,Ontario,M5R 2V5,Canada,Other - Entertainment/Public Assembly,27588,Sq. Ft.
Spadina Marina Museum,34999285,537 QUEENS QUAY W,Toronto,Ontario,M5V 3G3,Canada,Other - Entertainment/Public Assembly,17922,Sq. Ft.
Riverdale Farm,34999282,201 WINCHESTER ST,Toronto,Ontario,M4X 1B8,Canada,Other - Entertainment/Public Assembly,23713,Sq. Ft.
Roundhouse Complex,34999283,255 BREMNER BLVD,Toronto,Ontario,M5V 3M9,Canada,Other - Entertainment/Public Assembly,94001,Sq. Ft.
Montgomery's Inn,34999280, DUNDAS ST W,Etobicoke,Ontario,M9A 1A8,Canada,Other - Entertainment/Public Assembly,7642,Sq. Ft.
Neilson Park Creative Centre,34999281,56 NEILSON DR,Etobicoke,Ontario,M9C 1V7,Canada,Other - Entertainment/Public Assembly,12346,Sq. Ft.
0 Lake Shore Blvd W,34999294,2 STRACHAN AVE,Toronto,Ontario,M6K 1W7,Canada,Other - Public Services,431,Sq. Ft.
City Hall Eternal Flame,34999295,100 QUEEN ST W,Toronto,Ontario,M5H 2N1,Canada,Other - Public Services,1,Sq. Ft.
Zion School House,34999293,1091 FINCH AVE E,North York,Ontario,M2J 2X3,Canada,Other - Entertainment/Public Assembly,1582,Sq. Ft.
Toronto Botanical Gardens,34999290,777 LAWRENCE AVE E,North York,Ontario,M3C 1P2,Canada,Other - Entertainment/Public Assembly,36953,Sq. Ft.
William Goodwin House,34999291,355 LESMILL RD,North York,Ontario,M3B 2W8,Canada,Other - Entertainment/Public Assembly,1744,Sq. Ft.
Time and Clock Monument,34999288,0 Queen St E Unit Bridge,Toronto,Ontario,M5A 4C2,Canada,Other - Entertainment/Public Assembly,1,Sq. Ft.
Todmorden Mills,34999289,67 POTTERY RD,Toronto,Ontario,M4K 2B8,Canada,Other - Entertainment/Public Assembly,17707,Sq. Ft.
Colborne Lodge,34999270,11 COLBORNE LODGE DR,Toronto,Ontario,M6P 3K7,Canada,Other - Entertainment/Public Assembly,7050,Sq. Ft.
Dawes Crossing,34999271,1052 Victoria Park,East York,Ontario,M4B 2K1,Canada,Other - Entertainment/Public Assembly,1,Sq. Ft.
Campbell House,34999268,3620 KINGSTON RD,Scarborough,Ontario,M1M 1R9,Canada,Other - Entertainment/Public Assembly,3595,Sq. Ft.
Cedar Ridge Creative Centre,34999269,225 CONFEDERATION DR,Scarborough,Ontario,M1G 1B2,Canada,Other - Entertainment/Public Assembly,13110,Sq. Ft.
West Scarborough N.C,34999266,313 PHARMACY AVE,Scarborough,Ontario,M1L 3E7,Canada,Community Center and Social Meeting Hall,25198,Sq. Ft.
Willowdale Lawn Bowling Club,34999267,150 BEECROFT RD,North York,Ontario,M2N 5Z5,Canada,Community Center and Social Meeting Hall,2293,Sq. Ft.
West Rouge Community Centre,34999265,270 ROUGE HILLS DR,Scarborough,Ontario,M1C 2Z1,Canada,Community Center and Social Meeting Hall,24402,Sq. Ft.
Lakeshore Assembly Hall,34999278,1 Colonel Samuel Smith Park Dr,Etobicoke,Ontario,M8V 4B6,Canada,Other - Entertainment/Public Assembly,14596,Sq. Ft.
Mackenzie House Museum,34999279,82 BOND ST,Toronto,Ontario,M5B 1X2,Canada,Other - Entertainment/Public Assembly,2573,Sq. Ft.
Gzowski Monument,34999276,2001 LAKE SHORE BLVD W,Toronto,Ontario,M6S 5A3,Canada,Other - Entertainment/Public Assembly,1,Sq. Ft.
Historic Fort York,34999277,100 GARRISON RD,Toronto,Ontario,M5V 3K9,Canada,Other - Entertainment/Public Assembly,22819,Sq. Ft.
Fort York Visitor Centre,34999274,660 FLEET ST,Toronto,Ontario,M5V 1A9,Canada,Other - Entertainment/Public Assembly,123946,Sq. Ft.
Gibson House Museum,34999275,5172 YONGE ST,North York,Ontario,M2N 5P6,Canada,Other - Entertainment/Public Assembly,8364,Sq. Ft.
Edenbridge Centre,34999272,235 EDENBRIDGE DR,Etobicoke,Ontario,M9A 3G9,Canada,Other - Entertainment/Public Assembly,5013,Sq. Ft.
Edwards Gardens,34999273,755 LAWRENCE AVE E,North York,Ontario,M3C 1P2,Canada,Other - Entertainment/Public Assembly,10021,Sq. Ft.
One Yonge Community Centre,37103860,24 Freeland St,Toronto,Ontario,M5E 1L7,Canada,Other - Recreation,51000,Sq. Ft.
St. Lawrence Market North [NEW],60569792,92 Front St E.,Toronto,Ontario,M5E 1C4,Canada,Mixed Use Property,21203,Sq. Ft.
Ethennonnhawahstihnen’ CRC & Library,37103960,100 Ethennonnhawahstihnen' Ln,North York,Ontario,M2K 1H8,Canada,Other - Recreation,218400,Sq. Ft.
Kew Gardens Outdoor Rink,34999830,2075 QUEEN ST E,Toronto,Ontario,M4L 1J1,Canada,Other - Public Services,196,Sq. Ft.
Kew Gardens Park,34999831,77 KEWBEACH AVE,Toronto,Ontario,M4L 1B8,Canada,Other - Public Services,197,Sq. Ft.
Kenaston Gardens,34999828,12 KENASTON GDNS,North York,Ontario,M2K 1G8,Canada,Other - Public Services,195,Sq. Ft.
Kenaston Park,34999829,573 SHEPPARD AVE E,North York,Ontario,M2K 1B3,Canada,Other - Public Services,1,Sq. Ft.
Keelesdale Park,34999826,2801 EGLINTON AVE W,York,Ontario,M6M 5B4,Canada,Other - Public Services,198,Sq. Ft.
Kempton Howard Park,34999827,150 Blake St.,Toronto,Ontario,M4J 3C9,Canada,Other - Public Services,1,Sq. Ft.
June Callwood Park,34999824,636 FLEET ST,Toronto,Ontario,M5V 1A9,Canada,Other - Public Services,193,Sq. Ft.
Keele C.C,34999825,181 GLENLAKE AVE,Toronto,Ontario,M6P 4B6,Canada,Other - Public Services,194,Sq. Ft.
Knob Hill Public School,34999838,625 BRIMLEY RD,Scarborough,Ontario,M1J 1B7,Canada,Other - Public Services,199,Sq. Ft.
L'Amoreaux Sports Centre,34999839,300 SILVER SPRINGS BLVD,Scarborough,Ontario,M1V 1S4,Canada,Other - Public Services,205,Sq. Ft.
Kirkwood Park,34999836,25 KIRKWOOD RD,North York,Ontario,M2L 2X7,Canada,Other - Public Services,202,Sq. Ft.
Kiwanis Outdoor Pool,34999837,375 CEDARVALE AVE,Toronto,Ontario,M4C 4K7,Canada,Other - Public Services,201,Sq. Ft.
Kinsdale Park,34999834,3 KINSDALE BLVD,Toronto,Ontario,M5V 3C6,Canada,Other - Public Services,1,Sq. Ft.
Kirkdene Park,34999835,100 KIRKDENE DR,Scarborough,Ontario,M1C 2N7,Canada,Other - Public Services,1,Sq. Ft.
Kilgour Parkette,34999832,2045 Bayview Ave.,Toronto,Ontario,M4N 3M5,Canada,Other - Public Services,1,Sq. Ft.
Kings Mill Park,34999833,2595 Bloor St W,Toronto,Ontario,M6S 1S2,Canada,Other - Public Services,1,Sq. Ft.
James Gardens,34999814,61 EDGEHILL RD,Etobicoke,Ontario,M9A 4N1,Canada,Other - Public Services,189,Sq. Ft.
Jean Augustine Park,34999815,2113 LAKE SHORE BLVD W,Etobicoke,Ontario,M8V 4B2,Canada,Other - Public Services,1,Sq. Ft.
Jack Layton Ferry Terminal,34999812,9 QUEENS QUAY W,Toronto,Ontario,M5J 1A6,Canada,Other - Public Services,231,Sq. Ft.
James Canning Gardens,34999813,15 Gloucester St,Toronto,Ontario,M4Y 1L8,Canada,Other - Public Services,1,Sq. Ft.
Jack Evelyn Wiggins Park,34999810,18 Applebaum Terrace,North York,Ontario,M3J 0E7,Canada,Other - Public Services,1,Sq. Ft.
Jack Goodlad Park,34999811,929 KENNEDY RD,Scarborough,Ontario,M1K 2E8,Canada,Other - Public Services,190,Sq. Ft.
Iroquois Park,34999808,295 CHARTLAND BLVD S,Scarborough,Ontario,M1S 2S6,Canada,Other - Public Services,186,Sq. Ft.
Ivan Forrest Gardens,34999809,131 GLEN MANOR DR,Toronto,Ontario,M4E 3V3,Canada,Other - Public Services,185,Sq. Ft.
Joseph Sheard Parkette,34999822,11 GRANBY ST,Toronto,Ontario,M5B 1H8,Canada,Other - Public Services,192,Sq. Ft.
Joseph Tough Park,34999823,246 Davenport Rd,Toronto,Ontario,M5R 1J6,Canada,Other - Public Services,1,Sq. Ft.
Jonathan Ashbridge Park,34999820,1515 QUEEN ST E,Toronto,Ontario,M4L 1E3,Canada,Other - Public Services,947,Sq. Ft.
Joseph Bannon Park,34999821,65 Mary Chapman Blvd,Etobicoke,Ontario,M9C 2Y2,Canada,Other - Public Services,1,Sq. Ft.
Jimmie Simpson Park,34999818,872 Queen St. E,Toronto,Ontario,M4M 1H9,Canada,Other - Public Services,1,Sq. Ft.
John Tabor Park,34999819,240 JOHN TABOR TRL,Scarborough,Ontario,M1B 2R4,Canada,Other - Public Services,191,Sq. Ft.
Jean Sibelius Square,34999816,50 KENDAL AVE,Toronto,Ontario,M5R 1L8,Canada,Other - Public Services,53,Sq. Ft.
Jeff Healey Park,34999817,1 DELROY DR,Etobicoke,Ontario,M8Y 3E7,Canada,Other - Public Services,1,Sq. Ft.
